📝 Logging started: resnet152_pdt_20260218_130318.log
✅ CIFAR-100 Data loaded: Train(50000), Val/Test(10000)
Experimental Mode: N/A
Target Model: resnet152 | Dataset: cifar100

[Stage 1] Analyzing Residual Topology for resnet via PyTorch FX...

==================== Final Topology Groups ====================
 Group  1 | Channels:  256 | Layers: layer1.0.conv3 ... (2 layers)
 Group  2 | Channels:  256 | Layers: layer1.0.conv3 ... (3 layers)
 Group  3 | Channels:  256 | Layers: layer1.0.conv3 ... (4 layers)
 Group  4 | Channels:  512 | Layers: layer2.0.conv3 ... (2 layers)
 Group  5 | Channels:  512 | Layers: layer2.0.conv3 ... (3 layers)
 Group  6 | Channels:  512 | Layers: layer2.0.conv3 ... (4 layers)
 Group  7 | Channels:  512 | Layers: layer2.0.conv3 ... (5 layers)
 Group  8 | Channels:  512 | Layers: layer2.0.conv3 ... (6 layers)
 Group  9 | Channels:  512 | Layers: layer2.0.conv3 ... (7 layers)
 Group 10 | Channels:  512 | Layers: layer2.0.conv3 ... (8 layers)
 Group 11 | Channels:  512 | Layers: layer2.0.conv3 ... (9 layers)
 Group 12 | Channels: 1024 | Layers: layer3.0.conv3 ... (2 layers)
 Group 13 | Channels: 1024 | Layers: layer3.0.conv3 ... (3 layers)
 Group 14 | Channels: 1024 | Layers: layer3.0.conv3 ... (4 layers)
 Group 15 | Channels: 1024 | Layers: layer3.0.conv3 ... (5 layers)
 Group 16 | Channels: 1024 | Layers: layer3.0.conv3 ... (6 layers)
 Group 17 | Channels: 1024 | Layers: layer3.0.conv3 ... (7 layers)
 Group 18 | Channels: 1024 | Layers: layer3.0.conv3 ... (8 layers)
 Group 19 | Channels: 1024 | Layers: layer3.0.conv3 ... (9 layers)
 Group 20 | Channels: 1024 | Layers: layer3.0.conv3 ... (10 layers)
 Group 21 | Channels: 1024 | Layers: layer3.0.conv3 ... (11 layers)
 Group 22 | Channels: 1024 | Layers: layer3.0.conv3 ... (12 layers)
 Group 23 | Channels: 1024 | Layers: layer3.0.conv3 ... (13 layers)
 Group 24 | Channels: 1024 | Layers: layer3.0.conv3 ... (14 layers)
 Group 25 | Channels: 1024 | Layers: layer3.0.conv3 ... (15 layers)
 Group 26 | Channels: 1024 | Layers: layer3.0.conv3 ... (16 layers)
 Group 27 | Channels: 1024 | Layers: layer3.0.conv3 ... (17 layers)
 Group 28 | Channels: 1024 | Layers: layer3.0.conv3 ... (18 layers)
 Group 29 | Channels: 1024 | Layers: layer3.0.conv3 ... (19 layers)
 Group 30 | Channels: 1024 | Layers: layer3.0.conv3 ... (20 layers)
 Group 31 | Channels: 1024 | Layers: layer3.0.conv3 ... (21 layers)
 Group 32 | Channels: 1024 | Layers: layer3.0.conv3 ... (22 layers)
 Group 33 | Channels: 1024 | Layers: layer3.0.conv3 ... (23 layers)
 Group 34 | Channels: 1024 | Layers: layer3.0.conv3 ... (24 layers)
 Group 35 | Channels: 1024 | Layers: layer3.0.conv3 ... (25 layers)
 Group 36 | Channels: 1024 | Layers: layer3.0.conv3 ... (26 layers)
 Group 37 | Channels: 1024 | Layers: layer3.0.conv3 ... (27 layers)
 Group 38 | Channels: 1024 | Layers: layer3.0.conv3 ... (28 layers)
 Group 39 | Channels: 1024 | Layers: layer3.0.conv3 ... (29 layers)
 Group 40 | Channels: 1024 | Layers: layer3.0.conv3 ... (30 layers)
 Group 41 | Channels: 1024 | Layers: layer3.0.conv3 ... (31 layers)
 Group 42 | Channels: 1024 | Layers: layer3.0.conv3 ... (32 layers)
 Group 43 | Channels: 1024 | Layers: layer3.0.conv3 ... (33 layers)
 Group 44 | Channels: 1024 | Layers: layer3.0.conv3 ... (34 layers)
 Group 45 | Channels: 1024 | Layers: layer3.0.conv3 ... (35 layers)
 Group 46 | Channels: 1024 | Layers: layer3.0.conv3 ... (36 layers)
 Group 47 | Channels: 1024 | Layers: layer3.0.conv3 ... (37 layers)
 Group 48 | Channels: 2048 | Layers: layer4.0.conv3 ... (2 layers)
 Group 49 | Channels: 2048 | Layers: layer4.0.conv3 ... (3 layers)
 Group 50 | Channels: 2048 | Layers: layer4.0.conv3 ... (4 layers)
===============================================================
[*] Total 50 groups identified.


[Pruner Init] Identified 50 groups for pruning.
[*] Applied Min Survival Guarantee: 10.0%
[System] Initializing PDTPruner (Stable Version)

>>> Strategy: PDT | Total Epochs: 300
>>> Pruning starts at Epoch 40, every 10 epochs.
Epoch 1/300 | Loss: 4.3921 | Val Acc: 8.92% | Peak VRAM: 3895.78 MB
 Group 11 |  510/ 512 |     0.4% | Hessian: 0.046187
 Group 12 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 13 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 14 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 15 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 16 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 17 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 18 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 19 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 20 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 21 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 22 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 23 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 24 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 25 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 26 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 27 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 28 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 29 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 30 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 31 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 32 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 33 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 34 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 35 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 36 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 37 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 38 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 39 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 40 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 41 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 42 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 43 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 44 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 45 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 46 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 47 |  791/1024 |    22.8% | Hessian: 0.019767
 Group 48 | 1811/2048 |    11.6% | Hessian: 0.055772
 Group 49 | 1811/2048 |    11.6% | Hessian: 0.055772
 Group 50 | 1811/2048 |    11.6% | Hessian: 0.055772

[Scientific Metrics] 🟢 Size: 211.02MB | 🔵 Sparsity: 4.93% | 🟡 Speedup: 1.05x
=========================================================================================


[Scientific Metrics - Epoch 70]
 🟢 Model Size: 221.98 MB -> 211.02 MB
 🔵 Sparsity: 12.63 %
 🟡 Speedup: 1.05x
💾 Checkpoint saved: resnet152_pdt_ep70_sp12.63.pth
Epoch 70/300 | Loss: 0.5070 | Val Acc: 67.75% | Peak VRAM: 15871.99 MB
Epoch 71/300 | Loss: 0.5046 | Val Acc: 65.81% | Peak VRAM: 3896.78 MB
Epoch 72/300 | Loss: 0.5048 | Val Acc: 66.36% | Peak VRAM: 3896.78 MB
Epoch 73/300 | Loss: 0.5051 | Val Acc: 67.16% | Peak VRAM: 3896.78 MB
Epoch 74/300 | Loss: 0.5022 | Val Acc: 65.87% | Peak VRAM: 3896.78 MB
Epoch 75/300 | Loss: 0.5020 | Val Acc: 66.35% | Peak VRAM: 3896.78 MB
Epoch 76/300 | Loss: 0.5016 | Val Acc: 68.09% | Peak VRAM: 3896.78 MB
Epoch 77/300 | Loss: 0.5011 | Val Acc: 66.18% | Peak VRAM: 3896.78 MB
Epoch 78/300 | Loss: 0.4977 | Val Acc: 66.96% | Peak VRAM: 3896.78 MB
Epoch 79/300 | Loss: 0.4934 | Val Acc: 66.28% | Peak VRAM: 3896.78 MB

[DEBUG] >>> PRUNING @ Epoch 80

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 80/300

============================== PDT Pruning Report: Epoch 80 ==============================
 [*] Pruned this step: 5040 units | VRAM: 4142.3MB -> 4142.3MB
 Group  1 |  244/ 256 |     4.7% | Hessian: 0.137900
 Group  2 |  244/ 256 |     4.7% | Hessian: 0.137900
 Group  3 |  244/ 256 |     4.7% | Hessian: 0.137900
 Group  4 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group  5 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group  6 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group  7 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group  8 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group  9 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group 10 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group 11 |  504/ 512 |     1.6% | Hessian: 0.052133
 Group 12 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 13 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 14 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 15 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 16 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 17 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 18 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 19 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 20 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 21 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 22 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 23 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 24 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 25 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 26 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 27 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 28 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 29 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 30 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 31 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 32 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 33 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 34 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 35 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 36 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 37 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 38 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 39 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 40 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 41 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 42 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 43 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 44 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 45 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 46 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 47 |  763/1024 |    25.5% | Hessian: 0.095644
 Group 48 | 1806/2048 |    11.8% | Hessian: 0.082096
 Group 49 | 1806/2048 |    11.8% | Hessian: 0.082096
 Group 50 | 1806/2048 |    11.8% | Hessian: 0.082096

[Scientific Metrics] 🟢 Size: 209.94MB | 🔵 Sparsity: 5.42% | 🟡 Speedup: 1.06x
=========================================================================================


[Scientific Metrics - Epoch 80]
 🟢 Model Size: 221.98 MB -> 209.94 MB
 🔵 Sparsity: 14.03 %
 🟡 Speedup: 1.06x
💾 Checkpoint saved: resnet152_pdt_ep80_sp14.03.pth
Epoch 80/300 | Loss: 0.5013 | Val Acc: 65.75% | Peak VRAM: 15872.24 MB
Epoch 81/300 | Loss: 0.4993 | Val Acc: 67.71% | Peak VRAM: 3895.78 MB
Epoch 82/300 | Loss: 0.4944 | Val Acc: 67.25% | Peak VRAM: 3895.78 MB
Epoch 83/300 | Loss: 0.4992 | Val Acc: 68.77% | Peak VRAM: 3895.78 MB
Epoch 84/300 | Loss: 0.4847 | Val Acc: 68.36% | Peak VRAM: 3895.78 MB
Epoch 85/300 | Loss: 0.4888 | Val Acc: 66.96% | Peak VRAM: 3895.78 MB
Epoch 86/300 | Loss: 0.4891 | Val Acc: 68.80% | Peak VRAM: 3895.78 MB
Epoch 87/300 | Loss: 0.4908 | Val Acc: 63.60% | Peak VRAM: 3895.78 MB
Epoch 88/300 | Loss: 0.4890 | Val Acc: 66.68% | Peak VRAM: 3895.78 MB
Epoch 89/300 | Loss: 0.4984 | Val Acc: 67.60% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 90

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 90/300

============================== PDT Pruning Report: Epoch 90 ==============================
 [*] Pruned this step: 3393 units | VRAM: 4141.8MB -> 4141.8MB
 Group  1 |  241/ 256 |     5.9% | Hessian: 0.177808
 Group  2 |  241/ 256 |     5.9% | Hessian: 0.177808
 Group  3 |  241/ 256 |     5.9% | Hessian: 0.177808
 Group  4 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group  5 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group  6 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group  7 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group  8 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group  9 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group 10 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group 11 |  500/ 512 |     2.3% | Hessian: 0.092771
 Group 12 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 13 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 14 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 15 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 16 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 17 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 18 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 19 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 20 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 21 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 22 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 23 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 24 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 25 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 26 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 27 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 28 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 29 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 30 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 31 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 32 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 33 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 34 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 35 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 36 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 37 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 38 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 39 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 40 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 41 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 42 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 43 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 44 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 45 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 46 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 47 |  755/1024 |    26.3% | Hessian: 0.059364
 Group 48 | 1383/2048 |    32.5% | Hessian: 0.025431
 Group 49 | 1383/2048 |    32.5% | Hessian: 0.025431
 Group 50 | 1383/2048 |    32.5% | Hessian: 0.025431

[Scientific Metrics] 🟢 Size: 205.51MB | 🔵 Sparsity: 7.42% | 🟡 Speedup: 1.08x
=========================================================================================


[Scientific Metrics - Epoch 90]
 🟢 Model Size: 221.98 MB -> 205.51 MB
 🔵 Sparsity: 16.67 %
 🟡 Speedup: 1.08x
💾 Checkpoint saved: resnet152_pdt_ep90_sp16.67.pth
Epoch 90/300 | Loss: 0.5011 | Val Acc: 66.50% | Peak VRAM: 15871.24 MB
Epoch 91/300 | Loss: 0.4955 | Val Acc: 66.50% | Peak VRAM: 3895.78 MB
Epoch 92/300 | Loss: 0.4971 | Val Acc: 66.04% | Peak VRAM: 3895.78 MB
Epoch 93/300 | Loss: 0.4956 | Val Acc: 66.12% | Peak VRAM: 3895.78 MB
Epoch 94/300 | Loss: 0.4975 | Val Acc: 67.35% | Peak VRAM: 3895.78 MB
Epoch 95/300 | Loss: 0.4887 | Val Acc: 66.79% | Peak VRAM: 3895.78 MB
Epoch 96/300 | Loss: 0.4838 | Val Acc: 67.57% | Peak VRAM: 3895.78 MB
Epoch 97/300 | Loss: 0.4771 | Val Acc: 65.24% | Peak VRAM: 3895.78 MB
Epoch 98/300 | Loss: 0.4852 | Val Acc: 68.81% | Peak VRAM: 3895.78 MB
Epoch 99/300 | Loss: 0.4862 | Val Acc: 66.94% | Peak VRAM: 3895.78 MB

[DEBUG] >>> PRUNING @ Epoch 100

[DEBUG] !!! PRUNING TRIGGERED !!! Epoch 100/300

============================== PDT Pruning Report: Epoch 100 ==============================
 [*] Pruned this step: 5 units | VRAM: 4144.6MB -> 4144.6MB
 Group  1 |  241/ 256 |     5.9% | Hessian: 0.077117
 Group  2 |  241/ 256 |     5.9% | Hessian: 0.077117
 Group  3 |  241/ 256 |     5.9% | Hessian: 0.077117
 Group  4 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group  5 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group  6 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group  7 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group  8 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group  9 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group 10 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group 11 |  499/ 512 |     2.5% | Hessian: 0.053845
 Group 12 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 13 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 14 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 15 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 16 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 17 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 18 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 19 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 20 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 21 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 22 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 23 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 24 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 25 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 26 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 27 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 28 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 29 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 30 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 31 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 32 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 33 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 34 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 35 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 36 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 37 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 38 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 39 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 40 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 41 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 42 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 43 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 44 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 45 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 46 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 47 |  755/1024 |    26.3% | Hessian: 0.039431
 Group 48 | 1383/2048 |    32.5% | Hessian: 0.006412
 Group 49 | 1383/2048 |    32.5% | Hessian: 0.006412
 Group 50 | 1383/2048 |    32.5% | Hessian: 0.006412

[Scientific Metrics] 🟢 Size: 205.50MB | 🔵 Sparsity: 7.42% | 🟡 Speedup: 1.08x
=========================================================================================


[Scientific Metrics - Epoch 100]
 🟢 Model Size: 221.98 MB -> 205.50 MB
 🔵 Sparsity: 16.67 %
 🟡 Speedup: 1.08x
💾 Checkpoint saved: resnet152_pdt_ep100_sp16.67.pth
Epoch 100/300 | Loss: 0.4805 | Val Acc: 68.62% | Peak VRAM: 15875.49 MB
Epoch 101/300 | Loss: 0.4728 | Val Acc: 67.21% | Peak VRAM: 3895.78 MB
Epoch 102/300 | Loss: 0.4803 | Val Acc: 68.60% | Peak VRAM: 3895.78 MB
Epoch 103/300 | Loss: 0.4796 | Val Acc: 67.61% | Peak VRAM: 3895.78 MB
Epoch 104/300 | Loss: 0.4805 | Val Acc: 66.57% | Peak VRAM: 3895.78 MB
Epoch 105/300 | Loss: 0.4695 | Val Acc: 68.14% | Peak VRAM: 3895.78 MB
